IDMercado,League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_Goleada_H,CS_Goleada_A
1.217048789,Mexican Ascenso MX,2023-08-16,00:05:00,Dorados,Mineros de Zacatecas,3.9,4.4,1.9,1.52,2.86,1.56,2.68,27.0,15.5,15.5,22.0,25.0,11.0,11.0,16.5,36.0,17.5,16.0,24.0,75.0,38.0,38.0,990.0,24.0,7.4
1.217136443,Czech U19,2023-08-16,06:00:00,Ceske Budejovice U19,FC Vysocina Jihlava U19,1.04,1.01,1.04,1.01,1.06,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
1.217026392,FIFA Women's World Cup,2023-08-16,07:00:00,Australia (W),England (W),3.6,3.1,2.46,2.84,1.53,2.26,1.77,7.6,7.4,13.0,36.0,9.8,7.0,12.5,34.0,23.0,16.0,26.0,70.0,80.0,60.0,90.0,180.0,80.0,38.0
1.217161874,Vietnamese National Cup,2023-08-16,08:00:00,Viettel FC,Binh Dinh,1.73,3.3,4.8,2.16,1.7,2.02,1.8,11.5,17.0,44.0,1.01,8.0,8.8,23.0,1.01,11.0,12.0,26.0,1.01,22.0,25.0,55.0,1.01,17.5,1.01
1.217135901,English U21 Pro Development League,2023-08-16,08:00:00,Wigan Athletic U21,Queens Park Rangers U21,1.61,5.2,4.5,1.33,3.3,1.47,2.78,48.0,36.0,55.0,110.0,21.0,990.0,22.0,48.0,990.0,990.0,990.0,42.0,22.0,990.0,25.0,55.0,5.4,28.0
1.217145992,AFC Champions League Qualifiers,2023-08-16,09:00:00,Lee Man Warriors,Bali Utd Pusam,2.0,3.65,3.65,1.82,2.1,1.7,2.08,16.5,17.5,30.0,85.0,11.5,8.6,17.0,65.0,14.0,11.5,18.0,55.0,27.0,22.0,34.0,95.0,14.5,44.0
1.217152253,Bhutan Premier League,2023-08-16,09:00:00,Druk Lhayul FC,Tensung FC,1.61,3.8,4.4,1.15,1.17,1.04,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
1.217086605,Romanian Cup,2023-08-16,11:30:00,CSO Plopeni,Gloria Buzau,5.4,4.2,1.46,1.17,1.16,1.72,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
1.217086785,Romanian Cup,2023-08-16,11:30:00,CSM Bucovina Radauti,Ceahlaul,3.8,3.55,1.74,1.23,1.1,1.01,1.01,1.01,1.01,1.01,1.01,1.01,990.0,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
1.217086695,Romanian Cup,2023-08-16,11:30:00,AFC Odorheiu Secuiesc,Csikszereda,3.3,3.35,1.86,1.24,1.29,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
1.217086515,Romanian Cup,2023-08-16,11:30:00,CS Tunari,Progresul 1944 Spartac,1.91,3.45,3.6,1.24,1.09,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
1.217085975,Romanian Cup,2023-08-16,11:30:00,FCM Alexandria,CSM Slatina,2.7,2.98,2.58,1.35,1.06,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
1.217086335,Romanian Cup,2023-08-16,11:30:00,CS Universitatea Alba Iulia,CNS Cetate Deva,3.45,3.25,1.96,1.17,1.16,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
1.217086245,Romanian Cup,2023-08-16,11:30:00,ACS Progresul Pecica,CS Soimii Lipova,3.65,3.55,1.86,1.23,1.1,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
1.217086155,Romanian Cup,2023-08-16,11:30:00,CS Viitorul Ianca,Metalul Buzau,3.6,3.45,1.91,1.23,1.09,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
1.217086425,Romanian Cup,2023-08-16,11:30:00,CS Blejoi,Chindia Targoviste,4.4,3.9,1.59,1.2,1.2,1.68,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
1.217088259,Romanian Cup,2023-08-16,11:30:00,Dunarea Calarasi,CSA Steaua Bucuresti,4.9,3.8,1.2,1.2,1.12,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
1.217135991,Romanian Cup,2023-08-16,11:30:00,Acs Ghiroda,Acs Dumbravita,3.15,3.15,1.91,1.31,1.06,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
1.217087055,Romanian Cup,2023-08-16,11:30:00,CS Afumati,Concordia Chiajna,2.94,3.15,2.22,1.29,1.29,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
1.217086965,Romanian Cup,2023-08-16,11:30:00,ACS Viitorul Simian,ACS Viitorul Tg Jiu,3.65,3.25,1.94,1.19,1.13,1.59,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
1.217086875,Romanian Cup,2023-08-16,11:30:00,ASA Unirea Ungheni,FC Unirea Dej,2.9,3.15,2.28,1.23,1.09,1.65,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
1.217086065,Romanian Cup,2023-08-16,11:30:00,Sanatatea Cluj,Bihor Oradea,3.7,3.7,1.79,1.16,1.17,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
