League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under05_HT_Back,Odd_Under05_HT_Lay,Odd_Over05_HT_Back,Odd_Over05_HT_Lay,Odd_Under15_HT_Back,Odd_Under15_HT_Lay,Odd_Over15_HT_Back,Odd_Over15_HT_Lay,Odd_Under25_HT_Back,Odd_Under25_HT_Lay,Odd_Over25_HT_Back,Odd_Over25_HT_Lay,Odd_Under05_FT_Back,Odd_Under05_FT_Lay,Odd_Over05_FT_Back,Odd_Over05_FT_Lay,Odd_Under15_FT_Back,Odd_Under15_FT_Lay,Odd_Over15_FT_Back,Odd_Over15_FT_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_Under35_FT_Back,Odd_Under35_FT_Lay,Odd_Over35_FT_Back,Odd_Over35_FT_Lay,Odd_Under45_FT_Back,Odd_Under45_FT_Lay,Odd_Over45_FT_Back,Odd_Over45_FT_Lay,Odd_Under55_FT_Back,Odd_Under55_FT_Lay,Odd_Over55_FT_Back,Odd_Over55_FT_Lay,Odd_Under65_FT_Back,Odd_Under65_FT_Lay,Odd_Over65_FT_Back,Odd_Over65_FT_Lay,Odd_Under75_FT_Back,Odd_Under75_FT_Lay,Odd_Over75_FT_Back,Odd_Over75_FT_Lay,Odd_Under85_FT_Back,Odd_Under85_FT_Lay,Odd_Over85_FT_Back,Odd_Over85_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_First_Half_Goals_05,IDMercado_First_Half_Goals_15,IDMercado_First_Half_Goals_25,IDMercado_Over/Under_05_Goals,IDMercado_Over/Under_15_Goals,IDMercado_Over/Under_25_Goals,IDMercado_Over/Under_35_Goals,IDMercado_Over/Under_45_Goals,IDMercado_Over/Under_55_Goals,IDMercado_Over/Under_65_Goals,IDMercado_Over/Under_75_Goals,IDMercado_Over/Under_85_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score
Mexican Liga MX,2024-01-27,00:00:00,Tijuana,Guadalajara,2.56,2.62,3.1,3.2,3.3,3.45,2.96,3.05,1.49,1.52,1.39,1.43,3.35,3.55,1.09,1.11,10.0,12.0,11.0,12.5,1.09,1.1,3.35,3.5,1.4,1.43,1.79,1.83,2.2,2.26,1.29,1.31,4.2,4.4,1.1,1.12,9.4,11.0,1.04,1.05,22.0,36.0,1.01,1.02,50.0,1000.0,1.01,1.01,100.0,1000.0,1.01,1.01,190.0,1000.0,1.88,1.95,2.06,2.14,10.0,11.0,10.0,11.5,17.5,20.0,44.0,55.0,9.0,9.2,7.0,7.4,12.5,13.5,32.0,40.0,14.5,16.0,11.0,12.0,17.5,19.0,46.0,55.0,32.0,38.0,26.0,30.0,40.0,48.0,80.0,120.0,22.0,27.0,15.5,40.0,6.6,1000.0,32949744,5687741.0,230909.0,58805.0,1.223724880,1.223724883,1.223724885,1.223724878,1.223724884,1.223724928,1.223724925,1.223724929,1.223724926,1.223724888,1.223724886,1.223724879,1.223724877,1.223724964,1.223724889
Australian A-League Men,2024-01-27,03:00:00,Western United,Western Sydney Wanderers,3.2,3.25,2.2,2.24,4.2,4.3,3.85,4.8,1.26,1.35,1.63,1.77,2.3,2.6,1.18,1.24,5.3,6.6,21.0,26.0,1.04,1.05,5.8,6.6,1.19,1.2,2.66,2.74,1.57,1.6,1.68,1.72,2.4,2.48,1.3,1.31,4.3,4.4,1.1,1.13,8.2,11.0,1.03,1.06,19.0,36.0,1.01,1.02,19.5,980.0,1.01,1.01,19.5,1000.0,1.56,1.61,2.64,2.8,20.0,23.0,14.0,15.5,16.0,17.0,26.0,29.0,18.0,19.5,9.4,10.5,10.5,11.0,18.5,20.0,23.0,25.0,13.0,14.0,14.0,14.5,24.0,26.0,44.0,50.0,27.0,30.0,30.0,34.0,50.0,55.0,17.0,19.5,9.8,11.0,20.0,980.0,32940493,24301731.0,6480414.0,58805.0,1.223603710,1.223603796,1.223603797,1.223603798,1.223603712,1.223603713,1.223603714,1.223603715,1.223603716,1.223603717,1.223603718,1.223603719,1.223603720,1.223603789,1.223603711
Australian A-League Women,2024-01-27,03:00:00,Western Sydney (W),Brisbane Roar FC (W),2.12,2.26,3.35,3.85,3.7,4.3,3.3,3.8,1.35,1.43,1.52,1.63,2.6,2.94,1.14,1.18,6.8,8.0,1.02,970.0,1.04,1.09,4.3,5.2,1.24,1.3,2.14,2.36,1.74,1.87,1.45,1.57,2.78,3.2,1.13,980.0,1.01,12.5,1.05,1.11,1.01,110.0,1.01,1.05,21.0,980.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.68,1.75,2.32,2.46,6.8,980.0,6.6,980.0,7.6,980.0,3.9,980.0,5.9,980.0,5.2,980.0,6.4,980.0,4.8,980.0,6.6,980.0,5.7,980.0,6.6,980.0,8.6,980.0,7.6,980.0,7.2,980.0,8.0,980.0,3.95,980.0,5.9,980.0,3.7,980.0,2.88,1000.0,32957417,8839006.0,37905964.0,58805.0,1.223910828,1.223910914,1.223910915,1.223910916,1.223910830,1.223910831,1.223910832,1.223910833,1.223910834,1.223910835,1.223910836,1.223910837,1.223910838,1.223910907,1.223910829
Indonesian Liga 2,2024-01-27,03:00:00,Persewar Waropen,Aceh United FC,1.24,150.0,1.23,140.0,1.04,6.0,1.01,1000.0,1.35,1.8,1.2,1.65,2.52,110.0,1.03,1.2,1.01,1000.0,2.36,21.0,1.05,1.12,2.24,21.0,1.25,1.8,1.45,2.34,1.75,3.25,1.12,1.5,1.75,13.5,1.05,1.15,7.8,55.0,1.02,1.11,7.8,1000.0,1.01,1.06,7.8,1000.0,1.01,1.06,7.8,1000.0,1.01,1.06,7.8,1000.0,1.04,1000.0,1.01,110.0,1.46,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,2.94,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,32970307,21530341.0,18376671.0,58805.0,1.224027468,1.224027471,1.224027473,1.224027466,1.224027472,1.224027516,1.224027513,1.224027517,1.224027514,1.224027476,1.224027474,1.224027467,1.224027465,1.224027552,1.224027477
Australian A-League Women,2024-01-27,03:30:00,Adelaide United (W),Perth Glory (W),2.9,3.4,2.2,2.38,4.0,5.0,3.55,4.4,1.29,1.39,1.58,1.76,2.32,2.7,1.16,1.22,5.6,7.0,1.02,980.0,1.03,1.05,1.02,980.0,1.03,980.0,2.36,2.7,1.59,1.73,1.57,1.7,2.44,2.76,1.22,1.3,4.3,5.6,1.07,980.0,1.01,110.0,1.02,1.07,15.0,980.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.6,1.68,2.46,2.64,5.8,980.0,5.5,15.5,5.9,980.0,6.4,980.0,14.0,980.0,8.8,11.5,10.0,13.0,6.2,980.0,6.2,980.0,11.0,980.0,12.5,980.0,6.6,980.0,6.8,980.0,6.2,980.0,6.4,980.0,6.8,980.0,5.7,980.0,4.8,13.0,7.6,1000.0,32957175,8839013.0,8839004.0,58805.0,1.223910719,1.223910805,1.223910806,1.223910807,1.223910721,1.223910722,1.223910723,1.223910724,1.223910725,1.223910726,1.223910727,1.223910728,1.223910729,1.223910798,1.223910720
Australian A-League Men,2024-01-27,04:00:00,Newcastle Jets,Wellington Phoenix,2.4,2.42,2.92,2.94,4.1,4.2,3.85,4.3,1.31,1.36,1.64,1.76,2.32,2.58,1.18,1.22,5.6,6.6,21.0,26.0,1.04,1.05,5.2,6.6,1.19,1.22,2.58,2.68,1.59,1.63,1.64,1.68,2.48,2.58,1.26,1.28,4.6,4.9,1.1,1.12,9.4,12.5,1.03,1.06,18.0,36.0,1.01,1.02,36.0,970.0,1.01,1.01,36.0,1000.0,1.58,1.62,2.62,2.74,21.0,24.0,16.5,17.5,22.0,24.0,34.0,44.0,14.5,16.0,9.2,10.5,12.0,13.0,25.0,28.0,17.5,18.5,11.0,12.0,13.5,14.5,29.0,32.0,29.0,32.0,20.0,22.0,25.0,28.0,50.0,55.0,11.0,12.5,15.5,17.5,17.0,980.0,32940525,1205125.0,2469649.0,58805.0,1.223603605,1.223603691,1.223603692,1.223603693,1.223603607,1.223603608,1.223603609,1.223603610,1.223603611,1.223603612,1.223603613,1.223603614,1.223603615,1.223603684,1.223603606
Hong Kong Premier League,2024-01-27,04:00:00,Wofoo Tai Po,HK U23,1.19,1.21,17.5,25.0,7.4,9.4,4.0,8.2,1.2,1.26,1.84,2.08,1.92,2.18,1.26,1.34,1.01,5.6,13.5,48.0,1.02,1.03,3.5,48.0,1.09,1.2,3.4,3.85,1.35,1.4,2.0,2.08,1.93,2.0,1.41,1.49,3.05,3.4,1.15,1.49,3.05,7.8,1.07,1.49,3.05,26.0,1.02,1.48,3.1,1000.0,1.01,1.49,3.05,110.0,2.04,2.2,1.83,1.95,9.4,50.0,3.6,75.0,1.67,1000.0,1.69,1000.0,6.4,13.5,7.8,24.0,3.6,70.0,1.68,1000.0,7.4,10.0,6.2,13.0,9.2,44.0,1.67,1000.0,7.4,9.4,6.4,14.0,3.45,36.0,1.69,1000.0,2.46,3.1,1.68,1000.0,1.5,1000.0,32968421,5204518.0,41877058.0,58805.0,1.224006655,1.224006658,1.224006660,1.224006653,1.224006659,1.224006703,1.224006700,1.224006704,1.224006701,1.224006663,1.224006661,1.224006654,1.224006652,1.224006739,1.224006664
Indonesian Liga 2,2024-01-27,04:00:00,Sulut United FC,Persipa Pati,1.65,3.7,2.64,160.0,2.94,5.0,1.01,1000.0,1.35,1.8,1.2,1.6,2.66,110.0,1.03,1.2,1.01,1000.0,3.85,15.5,1.07,1.35,2.16,15.5,1.25,1.85,1.45,2.26,1.8,3.25,1.12,1.5,1.8,36.0,1.04,1.15,7.8,110.0,1.02,1.08,7.8,1000.0,1.01,1.04,7.8,1000.0,1.01,1.04,7.8,1000.0,1.01,1.04,7.8,1000.0,1.04,1000.0,1.01,110.0,1.01,17.5,1.06,1000.0,2.9,1000.0,1.06,1000.0,2.64,1000.0,1.06,1000.0,1.06,1000.0,4.6,1000.0,3.45,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,2.96,1000.0,6.8,1000.0,8.2,1000.0,14.5,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,32970351,25774920.0,25180099.0,58805.0,1.224027018,1.224027021,1.224027023,1.224027016,1.224027022,1.224027066,1.224027063,1.224027067,1.224027064,1.224027026,1.224027024,1.224027017,1.224027015,1.224027102,1.224027027
Indonesian Liga 2,2024-01-27,05:00:00,Persekat Kabupaten Tegal,Persipura Jayapura,2.6,2.92,2.9,3.3,2.9,3.4,2.36,3.25,1.45,1.73,1.29,1.44,1.01,110.0,1.07,1.11,1.01,110.0,4.3,12.5,1.09,1.3,2.78,3.25,1.45,1.56,1.6,1.74,2.34,2.68,1.11,1.4,2.36,13.5,1.05,1.15,3.5,26.0,1.01,1.08,1.01,1000.0,1.01,1.04,7.6,1000.0,1.01,1.04,7.6,1000.0,1.01,1.04,7.6,1000.0,1.97,2.18,1.85,2.04,8.0,9.8,2.0,10.5,6.6,20.0,2.92,1000.0,1.96,9.4,6.0,7.6,6.0,15.0,5.5,1000.0,6.2,17.0,9.8,13.5,2.48,22.0,8.4,1000.0,3.4,1000.0,1.46,38.0,5.7,1000.0,10.5,1000.0,1.1,1000.0,1.1,1000.0,3.3,1000.0,32970350,25649882.0,4522523.0,58805.0,1.224027108,1.224027111,1.224027113,1.224027106,1.224027112,1.224027156,1.224027153,1.224027157,1.224027154,1.224027116,1.224027114,1.224027107,1.224027105,1.224027192,1.224027117
Indonesian Liga 2,2024-01-27,05:00:00,PSCS Cilacap,Kalteng Putra FC,1.51,110.0,1.23,110.0,3.0,6.0,1.01,1000.0,1.3,1.8,1.22,1.6,2.66,110.0,1.05,1.2,1.01,1000.0,2.16,18.0,1.06,1.2,2.16,18.0,1.3,1.86,1.5,2.54,1.65,4.5,1.12,1.65,2.52,26.0,1.05,1.2,2.52,110.0,1.01,1.08,1.01,1000.0,1.01,1.04,6.0,1000.0,1.01,1.04,6.0,1000.0,1.01,1.04,6.0,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,32970348,8555397.0,10168771.0,58805.0,1.224027198,1.224027201,1.224027203,1.224027196,1.224027202,1.224027246,1.224027243,1.224027247,1.224027244,1.224027206,1.224027204,1.224027197,1.224027195,1.224027282,1.224027207
