Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
GnmpSL5e,17/08/2023,00:05,MEXICO - LIGA DE EXPANSION MX,Correcaminos,Tapatio,APERTURA ,2.02,3.52,3.44,1.36,2.99,1.01,9.8,1.24,3.48,1.85,1.95,2.93,1.33,5.5,1.1,1.67,2.15,,,,,8.5,9.0,14.0,31.0,6.5,5.5,9.5,21.0,8.5,7.0,10.0,26.0,15.0,13.0,20.0,41.0,201.0
4r6KrQek,17/08/2023,05:00,MONGOLIA - PREMIER LEAGUE,Bayanzurkh Sporting,Khoromkhon,ROUND 3,10.3,7.0,1.14,,,,,,,1.14,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
n7ePspBe,17/08/2023,08:00,MONGOLIA - PREMIER LEAGUE,Khaan Khuns-Erchim,Deren,ROUND 3,2.21,3.93,2.52,,,,,,,1.2,4.33,,,,,,,,,,,,,,,,,,,,,,,,,,,
pOzr5aJF,17/08/2023,12:00,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Damac,Al Riyadh,ROUND 2,1.75,3.5,4.75,1.36,3.0,1.02,11.0,1.25,3.75,1.8,2.0,3.0,1.36,5.0,1.14,1.73,2.0,1.75,2.05,1.2,4.4,11.0,15.0,23.0,51.0,8.0,7.0,15.0,34.0,8.5,9.0,15.0,41.0,13.0,15.0,26.0,41.0,201.0
xYXhBtYq,17/08/2023,12:30,QATAR - QSL,Qatar SC,Al-Gharafa,ROUND 1,2.32,3.52,2.82,1.33,3.13,10.5,1.05,1.21,3.74,1.76,2.06,2.75,1.37,5.0,1.12,1.58,2.31,,,,,10.0,9.0,12.0,21.0,8.0,5.5,8.0,15.0,10.0,7.5,9.5,19.0,21.0,13.0,19.0,36.0,201.0
fyqZBhfc,17/08/2023,13:00,IRAN - PERSIAN GULF PRO LEAGUE,Esteghlal F.C.,Malavan,ROUND 2,1.26,5.2,10.7,1.33,3.04,1.01,10.2,1.23,3.56,1.8,1.99,2.84,1.35,5.25,1.11,2.3,1.59,,,,,10.0,21.0,61.0,201.0,5.0,8.5,26.0,126.0,4.5,7.0,21.0,101.0,6.0,9.5,26.0,126.0,201.0
MDXo224r,17/08/2023,13:00,EUROPE - EUROPA CONFERENCE LEAGUE,Pyunik Yerevan (Arm),Bodo/Glimt (Nor),QUALIFICATION ,4.2,4.0,1.65,1.33,3.25,1.04,9.0,1.22,4.0,1.7,2.1,2.75,1.4,4.5,1.17,1.73,2.0,4.4,1.2,2.25,1.63,13.0,8.0,8.5,13.0,15.0,8.0,8.5,13.0,23.0,15.0,15.0,23.0,41.0,34.0,34.0,51.0,151.0
vBX2HgRq,17/08/2023,13:00,EUROPE - EUROPA CONFERENCE LEAGUE,Pogon Szczecin (Pol),Gent (Bel),QUALIFICATION ,3.5,3.75,1.95,1.3,3.4,1.03,10.0,1.2,4.33,1.67,2.15,2.63,1.44,4.5,1.17,1.62,2.2,3.45,1.3,1.85,1.95,15.0,9.5,11.0,17.0,13.0,7.5,9.0,15.0,19.0,12.0,13.0,21.0,41.0,26.0,29.0,41.0,151.0
6H3f55ZN,17/08/2023,13:00,EUROPE - EUROPA LEAGUE,HJK (Fin),Qarabag (Aze),QUALIFICATION ,2.63,3.4,2.38,1.4,2.75,1.05,8.5,1.29,3.5,1.93,1.88,3.25,1.33,6.0,1.11,1.73,2.0,2.75,1.43,1.6,2.3,11.0,8.5,12.0,23.0,9.0,6.5,10.0,19.0,15.0,10.0,15.0,29.0,29.0,23.0,29.0,41.0,201.0
IuRf0tZf,17/08/2023,13:00,EUROPE - EUROPA CONFERENCE LEAGUE,Aktobe (Kaz),Sepsi Sf. Gheorghe (Rou),QUALIFICATION ,2.2,3.1,3.1,1.5,2.5,1.08,7.0,1.4,2.75,2.25,1.62,4.0,1.22,7.5,1.07,2.0,1.73,2.25,1.63,1.35,3.1,7.5,8.5,15.0,34.0,7.0,6.0,12.0,29.0,10.0,10.0,17.0,41.0,21.0,21.0,34.0,51.0,201.0
4hckNIbb,17/08/2023,13:00,EUROPE - EUROPA CONFERENCE LEAGUE,Lincoln Red Imps (Gib),FC Ballkani (Kos),QUALIFICATION ,4.0,3.4,1.8,1.4,2.75,1.05,8.5,1.29,3.5,1.98,1.83,3.4,1.3,6.0,1.11,1.83,1.83,3.9,1.24,1.95,1.85,9.5,7.0,8.5,15.0,12.0,7.0,9.0,15.0,19.0,15.0,15.0,29.0,41.0,34.0,41.0,51.0,201.0
burjZDOp,17/08/2023,14:00,EUROPE - EUROPA LEAGUE,Hacken (Swe),Zalgiris (Ltu),QUALIFICATION ,1.44,4.2,6.0,1.29,3.5,1.03,10.0,1.17,4.5,1.6,2.3,2.38,1.53,4.33,1.2,1.8,1.91,1.45,2.68,1.13,6.0,15.0,21.0,34.0,67.0,8.5,8.5,21.0,41.0,8.0,9.0,17.0,41.0,10.0,12.0,23.0,51.0,201.0
GQwMpYDJ,17/08/2023,14:00,EUROPE - EUROPA CONFERENCE LEAGUE,Riga FC (Lat),Twente (Ned),QUALIFICATION ,4.33,3.75,1.67,1.4,2.75,1.05,8.5,1.29,3.5,1.9,1.9,3.25,1.33,6.0,1.11,1.91,1.8,4.25,1.21,2.1,1.7,11.0,7.0,8.0,13.0,12.0,7.5,9.0,15.0,21.0,15.0,17.0,29.0,51.0,34.0,41.0,51.0,201.0
j9a1KGrH,17/08/2023,14:00,EUROPE - EUROPA CONFERENCE LEAGUE,Nordsjaelland (Den),FCSB (Rou),QUALIFICATION ,1.53,4.0,5.25,1.36,3.0,1.05,8.5,1.25,3.75,1.85,1.95,3.25,1.33,5.5,1.13,2.0,1.73,1.53,2.43,1.15,5.5,11.0,15.0,29.0,51.0,7.0,8.0,17.0,41.0,7.0,9.0,19.0,41.0,11.0,13.0,29.0,51.0,201.0
8Ugm6WMD,17/08/2023,14:00,EUROPE - EUROPA CONFERENCE LEAGUE,Levski Sofia (Bul),H. Beer Sheva (Isr),QUALIFICATION ,2.2,3.1,3.2,1.5,2.5,1.08,7.0,1.4,2.75,2.3,1.6,4.33,1.2,8.0,1.06,2.0,1.73,2.2,1.65,1.33,3.3,7.5,8.5,15.0,34.0,6.5,6.0,13.0,29.0,10.0,10.0,17.0,41.0,21.0,21.0,34.0,51.0,201.0
UZr7AuFh,17/08/2023,14:00,EUROPE - EUROPA CONFERENCE LEAGUE,Gzira (Mlt),Plzen (Cze),QUALIFICATION ,7.0,5.0,1.33,1.29,3.5,1.03,10.5,1.17,4.5,1.53,2.4,2.25,1.57,4.0,1.22,1.83,1.83,6.8,1.11,3.1,1.35,17.0,8.5,7.0,9.0,21.0,10.0,9.0,11.0,41.0,21.0,21.0,26.0,81.0,51.0,41.0,51.0,201.0
