Id,Date,Time,League,Home,Away,Round,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No
0nmbY909,21/09/2024,06:00,JAPAN - J1 LEAGUE,Kashima Antlers,Kashiwa Reysol,ROUND 31,2.55,3.5,2.63,1.93,1.93,1.7,2.05
AX0x7j6d,21/09/2024,06:00,JAPAN - J2 LEAGUE,Ehime,Montedio Yamagata,ROUND 32,4.5,4.33,1.62,1.57,2.35,1.62,2.2
Ol4JVZrc,21/09/2024,06:00,JAPAN - J2 LEAGUE,Kumamoto,Blaublitz,ROUND 32,2.15,3.2,3.5,2.15,1.67,1.91,1.8
CdL1DhTS,21/09/2024,06:00,JAPAN - J2 LEAGUE,Vegalta Sendai,Kofu,ROUND 32,2.25,3.3,3.1,2.03,1.83,1.73,2.0
Wt2Y7Wjj,21/09/2024,06:00,JAPAN - J2 LEAGUE,Yokohama FC,Oita Trinita,ROUND 32,1.5,4.0,6.0,2.05,1.75,2.1,1.67
SKwdx3vK,21/09/2024,06:30,ESTONIA - MEISTRILIIGA,Paide,Kuressaare,ROUND 29,1.24,5.5,8.0,1.53,2.18,1.82,1.93
63p2QthF,21/09/2024,07:00,CHINA - SUPER LEAGUE,Changchun Yatai,Shanghai Port,ROUND 26,12.0,7.5,1.18,1.25,4.0,1.67,2.1
0AVpP5Ne,21/09/2024,07:00,JAPAN - J1 LEAGUE,Iwata,Avispa Fukuoka,ROUND 31,3.0,2.8,2.7,3.1,1.36,2.25,1.57
n3kAV7pS,21/09/2024,07:00,JAPAN - J1 LEAGUE,Machida,Hokkaido Consadole Sapporo,ROUND 31,1.62,4.2,5.0,1.7,2.1,1.75,2.0
vwn2XTFF,21/09/2024,07:00,JAPAN - J1 LEAGUE,Urawa Reds,FC Tokyo,ROUND 31,1.91,3.6,4.0,1.85,2.0,1.7,2.05
lICT8Cyp,21/09/2024,07:00,JAPAN - J2 LEAGUE,Chiba,Renofa Yamaguchi,ROUND 32,1.91,3.4,4.1,2.1,1.7,1.91,1.8
O6gmjwrp,21/09/2024,07:15,POLAND - EKSTRAKLASA,Puszcza,Cracovia,ROUND 9,3.5,3.4,2.05,2.0,1.85,1.8,1.95
2ctY32Pi,21/09/2024,08:00,DENMARK - 1ST DIVISION,B.93,Horsens,ROUND 10,4.75,4.2,1.62,1.57,2.35,1.62,2.2
QXvaHjjK,21/09/2024,08:00,GERMANY - 2. BUNDESLIGA,Nurnberg,Hertha Berlin,ROUND 6,3.1,3.7,2.15,1.53,2.4,1.5,2.5
pEJP2iyR,21/09/2024,08:00,GERMANY - 2. BUNDESLIGA,Dusseldorf,FC Koln,ROUND 6,3.1,3.7,2.15,1.53,2.4,1.5,2.5
4nIo8nD6,21/09/2024,08:00,GERMANY - 2. BUNDESLIGA,Braunschweig,Greuther Furth,ROUND 6,2.1,3.6,3.2,1.6,2.3,1.53,2.38
C0axT3Xo,21/09/2024,08:30,ENGLAND - PREMIER LEAGUE,West Ham,Chelsea,ROUND 5,3.5,3.9,1.95,1.5,2.63,1.5,2.5
